Tokenizer,lowercase,N-gram,Min_df,Max_df,Accuracy
Vectorizer.Count,False,4,2,1410,0.9326885880077369
Vectorizer.Count,False,4,2,1510,0.9321727917472599
Vectorizer.Count,False,4,3,10,0.8771115409413281
Vectorizer.Count,False,4,3,110,0.920180528691167
Vectorizer.Count,False,4,3,210,0.9235332043842682
Vectorizer.Count,False,4,3,310,0.9303675048355899
Vectorizer.Count,False,4,3,410,0.9301096067053514
Vectorizer.Count,False,4,3,510,0.9290780141843972
Vectorizer.Count,False,4,3,610,0.9301096067053514
Vectorizer.Count,False,4,3,710,0.9301096067053514
Vectorizer.Count,False,4,3,810,0.9297227595099935
Vectorizer.Count,False,4,3,910,0.931785944551902
Vectorizer.Count,False,4,3,1010,0.9323017408123792
Vectorizer.Count,False,4,3,1110,0.9323017408123792
Vectorizer.Count,False,4,3,1210,0.9316569954867827
Vectorizer.Count,False,4,3,1310,0.9319148936170213
Vectorizer.Count,False,4,3,1410,0.9328175370728562
Vectorizer.Count,False,4,3,1510,0.9324306898774984
Vectorizer.Count,False,4,4,10,0.8581560283687943
Vectorizer.Count,False,4,4,110,0.9168278529980658
Vectorizer.Count,False,4,4,210,0.9205673758865248
Vectorizer.Count,False,4,4,310,0.9279174725983237
Vectorizer.Count,False,4,4,410,0.9283043197936814
Vectorizer.Count,False,4,4,510,0.9286911669890393
Vectorizer.Count,False,4,4,610,0.9286911669890393
Vectorizer.Count,False,4,4,710,0.9277885235332044
Vectorizer.Count,False,4,4,810,0.9288201160541586
Vectorizer.Count,False,4,4,910,0.9306254029658285
Vectorizer.Count,False,4,4,1010,0.9312701482914248
Vectorizer.Count,False,4,4,1110,0.9312701482914248
Vectorizer.Count,False,4,4,1210,0.9312701482914248
Vectorizer.Count,False,4,4,1310,0.9304964539007092
Vectorizer.Count,False,4,4,1410,0.9308833010960671
Vectorizer.Count,False,4,4,1510,0.9304964539007092
Vectorizer.Count,False,4,5,10,0.8397163120567376
Vectorizer.Count,False,4,5,110,0.913217279174726
Vectorizer.Count,False,4,5,210,0.9190199871050935
Vectorizer.Count,False,4,5,310,0.9263700838168923
Vectorizer.Count,False,4,5,410,0.9270148291424887
Vectorizer.Count,False,4,5,510,0.92856221792392
Vectorizer.Count,False,4,5,610,0.9283043197936814
Vectorizer.Count,False,4,5,710,0.927143778207608
Vectorizer.Count,False,4,5,810,0.9288201160541586
Vectorizer.Count,False,4,5,910,0.9311411992263056
Vectorizer.Count,False,4,5,1010,0.9307543520309478
Vectorizer.Count,False,4,5,1110,0.9310122501611864
Vectorizer.Count,False,4,5,1210,0.9307543520309478
Vectorizer.Count,False,4,5,1310,0.931785944551902
Vectorizer.Count,False,4,5,1410,0.9320438426821406
Vectorizer.Count,False,4,5,1510,0.9310122501611864
Vectorizer.Count,False,4,6,10,0.8168923275306254
Vectorizer.Count,False,4,6,110,0.9127014829142489
Vectorizer.Count,False,4,6,210,0.9186331399097356
Vectorizer.Count,False,4,6,310,0.9259832366215345
Vectorizer.Count,False,4,6,410,0.928046421663443
Vectorizer.Count,False,4,6,510,0.9275306254029658
Vectorizer.Count,False,4,6,610,0.9267569310122502
Vectorizer.Count,False,4,6,710,0.9272727272727272
Vectorizer.Count,False,4,6,810,0.9276595744680851
Vectorizer.Count,False,4,6,910,0.9290780141843972
Vectorizer.Count,False,4,6,1010,0.9288201160541586
Vectorizer.Count,False,4,6,1110,0.9297227595099935
Vectorizer.Count,False,4,6,1210,0.9289490651192779
Vectorizer.Count,False,4,6,1310,0.9298517085751128
Vectorizer.Count,False,4,6,1410,0.9302385557704707
Vectorizer.Count,False,4,6,1510,0.929464861379755
Vectorizer.Count,False,4,7,10,0.782849774339136
Vectorizer.Count,False,4,7,110,0.9089619600257898
Vectorizer.Count,False,4,7,210,0.915538362346873
Vectorizer.Count,False,4,7,310,0.9231463571889104
Vectorizer.Count,False,4,7,410,0.9259832366215345
Vectorizer.Count,False,4,7,510,0.9253384912959381
Vectorizer.Count,False,4,7,610,0.9239200515796261
Vectorizer.Count,False,4,7,710,0.9246937459703417
Vectorizer.Count,False,4,7,810,0.9250805931656996
Vectorizer.Count,False,4,7,910,0.9281753707285623
Vectorizer.Count,False,4,7,1010,0.9283043197936814
Vectorizer.Count,False,4,7,1110,0.9279174725983237
Vectorizer.Count,False,4,7,1210,0.9275306254029658
Vectorizer.Count,False,4,7,1310,0.9275306254029658
Vectorizer.Count,False,4,7,1410,0.9275306254029658
Vectorizer.Count,False,4,7,1510,0.927143778207608
Vectorizer.Count,False,4,8,10,0.7453255963894262
Vectorizer.Count,False,4,8,110,0.9052224371373307
Vectorizer.Count,False,4,8,210,0.9143778207607994
Vectorizer.Count,False,4,8,310,0.9212121212121213
Vectorizer.Count,False,4,8,410,0.9226305609284333
Vectorizer.Count,False,4,8,510,0.9232753062540296
Vectorizer.Count,False,4,8,610,0.9219858156028369
Vectorizer.Count,False,4,8,710,0.921083172147002
Vectorizer.Count,False,4,8,810,0.9223726627981947
Vectorizer.Count,False,4,8,910,0.9264990328820116
Vectorizer.Count,False,4,8,1010,0.9258542875564152
Vectorizer.Count,False,4,8,1110,0.9257253384912959
Vectorizer.Count,False,4,8,1210,0.9257253384912959
Vectorizer.Count,False,4,8,1310,0.9264990328820116
Vectorizer.Count,False,4,8,1410,0.926241134751773
Vectorizer.Count,False,4,8,1510,0.9264990328820116
Vectorizer.Count,False,4,9,10,0.7070277240490006
Vectorizer.Count,False,4,9,110,0.9034171502256608
Vectorizer.Count,False,4,9,210,0.9110251450676983
Vectorizer.Count,False,4,9,310,0.9187620889748549
Vectorizer.Count,False,4,9,410,0.9209542230818827
Vectorizer.Count,False,4,9,510,0.921083172147002
Vectorizer.Count,False,4,9,610,0.9205673758865248
Vectorizer.Count,False,4,9,710,0.9195357833655706
Vectorizer.Count,False,4,9,810,0.9204384268214055
Vectorizer.Count,False,4,9,910,0.9241779497098646
Vectorizer.Count,False,4,9,1010,0.9245647969052224
Vectorizer.Count,False,4,9,1110,0.9244358478401031
Vectorizer.Count,False,4,9,1210,0.9237911025145068
Vectorizer.Count,False,4,9,1310,0.9232753062540296
Vectorizer.Count,False,4,9,1410,0.9243068987749838
Vectorizer.Count,False,4,9,1510,0.9237911025145068
Vectorizer.Count,False,4,10,10,0.6415215989684074
Vectorizer.Count,False,4,10,110,0.8974854932301741
Vectorizer.Count,False,4,10,210,0.9061250805931657
Vectorizer.Count,False,4,10,310,0.9173436492585428
Vectorizer.Count,False,4,10,410,0.9186331399097356
Vectorizer.Count,False,4,10,510,0.9187620889748549
Vectorizer.Count,False,4,10,610,0.9194068343004513
Vectorizer.Count,False,4,10,710,0.9174725983236621
Vectorizer.Count,False,4,10,810,0.9176015473887814
Vectorizer.Count,False,4,10,910,0.9219858156028369
Vectorizer.Count,False,4,10,1010,0.921598968407479
Vectorizer.Count,False,4,10,1110,0.9212121212121213
Vectorizer.Count,False,4,10,1210,0.9203094777562862
Vectorizer.Count,False,4,10,1310,0.9212121212121213
Vectorizer.Count,False,4,10,1410,0.9241779497098646
Vectorizer.Count,False,4,10,1510,0.9237911025145068
Vectorizer.Count,False,5,1,10,0.9115409413281754
Vectorizer.Count,False,5,1,110,0.9222437137330755
Vectorizer.Count,False,5,1,210,0.9232753062540296
Vectorizer.Count,False,5,1,310,0.9258542875564152
Vectorizer.Count,False,5,1,410,0.9249516441005803
Vectorizer.Count,False,5,1,510,0.9258542875564152
Vectorizer.Count,False,5,1,610,0.9230174081237911
Vectorizer.Count,False,5,1,710,0.9222437137330755
Vectorizer.Count,False,5,1,810,0.9237911025145068
Vectorizer.Count,False,5,1,910,0.9245647969052224
Vectorizer.Count,False,5,1,1010,0.9240490006447454
Vectorizer.Count,False,5,1,1110,0.9250805931656996
Vectorizer.Count,False,5,1,1210,0.9258542875564152
Vectorizer.Count,False,5,1,1310,0.9249516441005803
Vectorizer.Count,False,5,1,1410,0.9244358478401031
Vectorizer.Count,False,5,1,1510,0.9239200515796261
Vectorizer.Count,False,5,2,10,0.8931012250161187
Vectorizer.Count,False,5,2,110,0.922501611863314
Vectorizer.Count,False,5,2,210,0.9246937459703417
Vectorizer.Count,False,5,2,310,0.9302385557704707
Vectorizer.Count,False,5,2,410,0.9289490651192779
Vectorizer.Count,False,5,2,510,0.9286911669890393
Vectorizer.Count,False,5,2,610,0.9279174725983237
Vectorizer.Count,False,5,2,710,0.9293359123146357
Vectorizer.Count,False,5,2,810,0.9301096067053514
Vectorizer.Count,False,5,2,910,0.9316569954867827
Vectorizer.Count,False,5,2,1010,0.9321727917472599
Vectorizer.Count,False,5,2,1110,0.9307543520309478
Vectorizer.Count,False,5,2,1210,0.9307543520309478
Vectorizer.Count,False,5,2,1310,0.9323017408123792
Vectorizer.Count,False,5,2,1410,0.9323017408123792
Vectorizer.Count,False,5,2,1510,0.9312701482914248
Vectorizer.Count,False,5,3,10,0.8764667956157318
Vectorizer.Count,False,5,3,110,0.9200515796260477
Vectorizer.Count,False,5,3,210,0.9228884590586718
Vectorizer.Count,False,5,3,310,0.9302385557704707
Vectorizer.Count,False,5,3,410,0.9297227595099935
Vectorizer.Count,False,5,3,510,0.9286911669890393
Vectorizer.Count,False,5,3,610,0.9292069632495165
Vectorizer.Count,False,5,3,710,0.9293359123146357
Vectorizer.Count,False,5,3,810,0.929464861379755
Vectorizer.Count,False,5,3,910,0.931785944551902
Vectorizer.Count,False,5,3,1010,0.9320438426821406
Vectorizer.Count,False,5,3,1110,0.9316569954867827
Vectorizer.Count,False,5,3,1210,0.9310122501611864
Vectorizer.Count,False,5,3,1310,0.9316569954867827
Vectorizer.Count,False,5,3,1410,0.9323017408123792
Vectorizer.Count,False,5,3,1510,0.9319148936170213
Vectorizer.Count,False,5,4,10,0.8600902643455834
Vectorizer.Count,False,5,4,110,0.9163120567375886
Vectorizer.Count,False,5,4,210,0.9209542230818827
Vectorizer.Count,False,5,4,310,0.9279174725983237
Vectorizer.Count,False,5,4,410,0.9279174725983237
Vectorizer.Count,False,5,4,510,0.92856221792392
Vectorizer.Count,False,5,4,610,0.9281753707285623
Vectorizer.Count,False,5,4,710,0.927143778207608
Vectorizer.Count,False,5,4,810,0.9281753707285623
Vectorizer.Count,False,5,4,910,0.9303675048355899
Vectorizer.Count,False,5,4,1010,0.9312701482914248
Vectorizer.Count,False,5,4,1110,0.9312701482914248
Vectorizer.Count,False,5,4,1210,0.9311411992263056
Vectorizer.Count,False,5,4,1310,0.9304964539007092
Vectorizer.Count,False,5,4,1410,0.9308833010960671
Vectorizer.Count,False,5,4,1510,0.9301096067053514
Vectorizer.Count,False,5,5,10,0.8402321083172147
Vectorizer.Count,False,5,5,110,0.9133462282398452
Vectorizer.Count,False,5,5,210,0.9188910380399742
Vectorizer.Count,False,5,5,310,0.9263700838168923
Vectorizer.Count,False,5,5,410,0.9267569310122502
Vectorizer.Count,False,5,5,510,0.9279174725983237
Vectorizer.Count,False,5,5,610,0.928046421663443
Vectorizer.Count,False,5,5,710,0.927143778207608
Vectorizer.Count,False,5,5,810,0.9288201160541586
Vectorizer.Count,False,5,5,910,0.9311411992263056
Vectorizer.Count,False,5,5,1010,0.9308833010960671
Vectorizer.Count,False,5,5,1110,0.9312701482914248
Vectorizer.Count,False,5,5,1210,0.9312701482914248
Vectorizer.Count,False,5,5,1310,0.9313990973565441
Vectorizer.Count,False,5,5,1410,0.9319148936170213
Vectorizer.Count,False,5,5,1510,0.9313990973565441
Vectorizer.Count,False,5,6,10,0.8179239200515797
Vectorizer.Count,False,5,6,110,0.9130883301096067
Vectorizer.Count,False,5,6,210,0.9187620889748549
Vectorizer.Count,False,5,6,310,0.9257253384912959
Vectorizer.Count,False,5,6,410,0.9272727272727272
Vectorizer.Count,False,5,6,510,0.927143778207608
Vectorizer.Count,False,5,6,610,0.9266279819471309
Vectorizer.Count,False,5,6,710,0.9270148291424887
Vectorizer.Count,False,5,6,810,0.9276595744680851
Vectorizer.Count,False,5,6,910,0.9292069632495165
Vectorizer.Count,False,5,6,1010,0.9289490651192779
Vectorizer.Count,False,5,6,1110,0.9295938104448743
Vectorizer.Count,False,5,6,1210,0.9292069632495165
Vectorizer.Count,False,5,6,1310,0.9297227595099935
Vectorizer.Count,False,5,6,1410,0.9299806576402321
Vectorizer.Count,False,5,6,1510,0.9293359123146357
Vectorizer.Count,False,5,7,10,0.7829787234042553
Vectorizer.Count,False,5,7,110,0.9090909090909091
Vectorizer.Count,False,5,7,210,0.9154094132817537
Vectorizer.Count,False,5,7,310,0.9227595099935525
Vectorizer.Count,False,5,7,410,0.9258542875564152
Vectorizer.Count,False,5,7,510,0.9245647969052224
Vectorizer.Count,False,5,7,610,0.9236621534493875
Vectorizer.Count,False,5,7,710,0.9245647969052224
Vectorizer.Count,False,5,7,810,0.9246937459703417
Vectorizer.Count,False,5,7,910,0.9279174725983237
Vectorizer.Count,False,5,7,1010,0.9277885235332044
Vectorizer.Count,False,5,7,1110,0.9277885235332044
Vectorizer.Count,False,5,7,1210,0.9274016763378465
Vectorizer.Count,False,5,7,1310,0.9274016763378465
Vectorizer.Count,False,5,7,1410,0.9275306254029658
Vectorizer.Count,False,5,7,1510,0.9267569310122502
Vectorizer.Count,False,5,8,10,0.7463571889103804
Vectorizer.Count,False,5,8,110,0.9049645390070922
Vectorizer.Count,False,5,8,210,0.9142488716956803
Vectorizer.Count,False,5,8,310,0.9208252740167634
Vectorizer.Count,False,5,8,410,0.9223726627981947
Vectorizer.Count,False,5,8,510,0.9231463571889104
Vectorizer.Count,False,5,8,610,0.9217279174725983
Vectorizer.Count,False,5,8,710,0.9214700193423597
Vectorizer.Count,False,5,8,810,0.9226305609284333
Vectorizer.Count,False,5,8,910,0.9261121856866538
Vectorizer.Count,False,5,8,1010,0.9254674403610574
Vectorizer.Count,False,5,8,1110,0.9254674403610574
Vectorizer.Count,False,5,8,1210,0.9252095422308189
Vectorizer.Count,False,5,8,1310,0.9259832366215345
Vectorizer.Count,False,5,8,1410,0.9270148291424887
Vectorizer.Count,False,5,8,1510,0.9258542875564152
Vectorizer.Count,False,5,9,10,0.7083172147001934
Vectorizer.Count,False,5,9,110,0.9030303030303031
Vectorizer.Count,False,5,9,210,0.9110251450676983
Vectorizer.Count,False,5,9,310,0.9188910380399742
Vectorizer.Count,False,5,9,410,0.9205673758865248
Vectorizer.Count,False,5,9,510,0.9209542230818827
Vectorizer.Count,False,5,9,610,0.9204384268214055
Vectorizer.Count,False,5,9,710,0.9194068343004513
Vectorizer.Count,False,5,9,810,0.9204384268214055
Vectorizer.Count,False,5,9,910,0.9237911025145068
Vectorizer.Count,False,5,9,1010,0.9245647969052224
Vectorizer.Count,False,5,9,1110,0.9241779497098646
Vectorizer.Count,False,5,9,1210,0.9237911025145068
Vectorizer.Count,False,5,9,1310,0.9232753062540296
Vectorizer.Count,False,5,9,1410,0.9244358478401031
Vectorizer.Count,False,5,9,1510,0.9237911025145068
Vectorizer.Count,False,5,10,10,0.6421663442940039
Vectorizer.Count,False,5,10,110,0.8978723404255319
Vectorizer.Count,False,5,10,210,0.9061250805931657
Vectorizer.Count,False,5,10,310,0.9172147001934235
Vectorizer.Count,False,5,10,410,0.9188910380399742
Vectorizer.Count,False,5,10,510,0.9186331399097356
Vectorizer.Count,False,5,10,610,0.919277885235332
Vectorizer.Count,False,5,10,710,0.9172147001934235
Vectorizer.Count,False,5,10,810,0.9174725983236621
Vectorizer.Count,False,5,10,910,0.9221147646679562
Vectorizer.Count,False,5,10,1010,0.9214700193423597
Vectorizer.Count,False,5,10,1110,0.9212121212121213
Vectorizer.Count,False,5,10,1210,0.920180528691167
Vectorizer.Count,False,5,10,1310,0.9209542230818827
Vectorizer.Count,False,5,10,1410,0.9237911025145068
Vectorizer.Count,False,5,10,1510,0.9232753062540296
Vectorizer.Count,False,6,1,10,0.90715667311412
Vectorizer.Count,False,6,1,110,0.9209542230818827
Vectorizer.Count,False,6,1,210,0.9221147646679562
Vectorizer.Count,False,6,1,310,0.9234042553191489
Vectorizer.Count,False,6,1,410,0.9219858156028369
Vectorizer.Count,False,6,1,510,0.9239200515796261
Vectorizer.Count,False,6,1,610,0.9217279174725983
Vectorizer.Count,False,6,1,710,0.9197936814958092
Vectorizer.Count,False,6,1,810,0.921598968407479
Vectorizer.Count,False,6,1,910,0.922501611863314
Vectorizer.Count,False,6,1,1010,0.922501611863314
Vectorizer.Count,False,6,1,1110,0.9227595099935525
Vectorizer.Count,False,6,1,1210,0.9226305609284333
Vectorizer.Count,False,6,1,1310,0.9226305609284333
Vectorizer.Count,False,6,1,1410,0.9213410702772404
Vectorizer.Count,False,6,1,1510,0.9213410702772404
Vectorizer.Count,False,6,2,10,0.8925854287556415
Vectorizer.Count,False,6,2,110,0.9230174081237911
Vectorizer.Count,False,6,2,210,0.9241779497098646
Vectorizer.Count,False,6,2,310,0.9289490651192779
Vectorizer.Count,False,6,2,410,0.92856221792392
Vectorizer.Count,False,6,2,510,0.928046421663443
Vectorizer.Count,False,6,2,610,0.9275306254029658
Vectorizer.Count,False,6,2,710,0.92856221792392
Vectorizer.Count,False,6,2,810,0.9290780141843972
Vectorizer.Count,False,6,2,910,0.9303675048355899
Vectorizer.Count,False,6,2,1010,0.9310122501611864
Vectorizer.Count,False,6,2,1110,0.9303675048355899
Vectorizer.Count,False,6,2,1210,0.9304964539007092
Vectorizer.Count,False,6,2,1310,0.931785944551902
Vectorizer.Count,False,6,2,1410,0.9315280464216634
Vectorizer.Count,False,6,2,1510,0.9311411992263056
Vectorizer.Count,False,6,3,10,0.8763378465506125
Vectorizer.Count,False,6,3,110,0.9199226305609284
Vectorizer.Count,False,6,3,210,0.9230174081237911
Vectorizer.Count,False,6,3,310,0.9302385557704707
Vectorizer.Count,False,6,3,410,0.9295938104448743
Vectorizer.Count,False,6,3,510,0.92856221792392
Vectorizer.Count,False,6,3,610,0.9289490651192779
Vectorizer.Count,False,6,3,710,0.929464861379755
Vectorizer.Count,False,6,3,810,0.9293359123146357
Vectorizer.Count,False,6,3,910,0.9315280464216634
Vectorizer.Count,False,6,3,1010,0.9324306898774984
Vectorizer.Count,False,6,3,1110,0.9316569954867827
Vectorizer.Count,False,6,3,1210,0.9311411992263056
Vectorizer.Count,False,6,3,1310,0.9313990973565441
Vectorizer.Count,False,6,3,1410,0.9323017408123792
Vectorizer.Count,False,6,3,1510,0.9319148936170213
Vectorizer.Count,False,6,4,10,0.8606060606060606
Vectorizer.Count,False,6,4,110,0.9160541586073501
Vectorizer.Count,False,6,4,210,0.921083172147002
Vectorizer.Count,False,6,4,310,0.9277885235332044
Vectorizer.Count,False,6,4,410,0.9279174725983237
Vectorizer.Count,False,6,4,510,0.92856221792392
Vectorizer.Count,False,6,4,610,0.9281753707285623
Vectorizer.Count,False,6,4,710,0.9270148291424887
Vectorizer.Count,False,6,4,810,0.9279174725983237
Vectorizer.Count,False,6,4,910,0.9304964539007092
Vectorizer.Count,False,6,4,1010,0.9313990973565441
Vectorizer.Count,False,6,4,1110,0.9312701482914248
Vectorizer.Count,False,6,4,1210,0.9310122501611864
Vectorizer.Count,False,6,4,1310,0.9303675048355899
Vectorizer.Count,False,6,4,1410,0.9308833010960671
Vectorizer.Count,False,6,4,1510,0.9303675048355899
Vectorizer.Count,False,6,5,10,0.8401031592520954
Vectorizer.Count,False,6,5,110,0.9133462282398452
Vectorizer.Count,False,6,5,210,0.9188910380399742
Vectorizer.Count,False,6,5,310,0.9259832366215345
Vectorizer.Count,False,6,5,410,0.9270148291424887
Vectorizer.Count,False,6,5,510,0.9274016763378465
Vectorizer.Count,False,6,5,610,0.928046421663443
Vectorizer.Count,False,6,5,710,0.927143778207608
Vectorizer.Count,False,6,5,810,0.9284332688588007
Vectorizer.Count,False,6,5,910,0.9312701482914248
Vectorizer.Count,False,6,5,1010,0.9308833010960671
Vectorizer.Count,False,6,5,1110,0.9312701482914248
Vectorizer.Count,False,6,5,1210,0.9310122501611864
Vectorizer.Count,False,6,5,1310,0.9313990973565441
Vectorizer.Count,False,6,5,1410,0.9320438426821406
Vectorizer.Count,False,6,5,1510,0.9312701482914248
Vectorizer.Count,False,6,6,10,0.8180528691166989
Vectorizer.Count,False,6,6,110,0.913217279174726
Vectorizer.Count,False,6,6,210,0.9187620889748549
Vectorizer.Count,False,6,6,310,0.9258542875564152
Vectorizer.Count,False,6,6,410,0.9274016763378465
Vectorizer.Count,False,6,6,510,0.9272727272727272
Vectorizer.Count,False,6,6,610,0.9268858800773694
Vectorizer.Count,False,6,6,710,0.927143778207608
Vectorizer.Count,False,6,6,810,0.9275306254029658
Vectorizer.Count,False,6,6,910,0.9292069632495165
Vectorizer.Count,False,6,6,1010,0.9289490651192779
Vectorizer.Count,False,6,6,1110,0.929464861379755
Vectorizer.Count,False,6,6,1210,0.9290780141843972
Vectorizer.Count,False,6,6,1310,0.9298517085751128
Vectorizer.Count,False,6,6,1410,0.9299806576402321
Vectorizer.Count,False,6,6,1510,0.9292069632495165
Vectorizer.Count,False,6,7,10,0.7832366215344939
Vectorizer.Count,False,6,7,110,0.9090909090909091
Vectorizer.Count,False,6,7,210,0.9154094132817537
Vectorizer.Count,False,6,7,310,0.9227595099935525
Vectorizer.Count,False,6,7,410,0.9254674403610574
Vectorizer.Count,False,6,7,510,0.9245647969052224
Vectorizer.Count,False,6,7,610,0.9236621534493875
Vectorizer.Count,False,6,7,710,0.9245647969052224
Vectorizer.Count,False,6,7,810,0.9244358478401031
Vectorizer.Count,False,6,7,910,0.9279174725983237
Vectorizer.Count,False,6,7,1010,0.9277885235332044
Vectorizer.Count,False,6,7,1110,0.9276595744680851
Vectorizer.Count,False,6,7,1210,0.9274016763378465
Vectorizer.Count,False,6,7,1310,0.9274016763378465
Vectorizer.Count,False,6,7,1410,0.9272727272727272
Vectorizer.Count,False,6,7,1510,0.9267569310122502
Vectorizer.Count,False,6,8,10,0.7459703417150225
Vectorizer.Count,False,6,8,110,0.9048355899419729
Vectorizer.Count,False,6,8,210,0.9143778207607994
Vectorizer.Count,False,6,8,310,0.9208252740167634
Vectorizer.Count,False,6,8,410,0.9222437137330755
Vectorizer.Count,False,6,8,510,0.9230174081237911
Vectorizer.Count,False,6,8,610,0.921598968407479
Vectorizer.Count,False,6,8,710,0.9213410702772404
Vectorizer.Count,False,6,8,810,0.9227595099935525
Vectorizer.Count,False,6,8,910,0.926241134751773
Vectorizer.Count,False,6,8,1010,0.9253384912959381
Vectorizer.Count,False,6,8,1110,0.9253384912959381
Vectorizer.Count,False,6,8,1210,0.9253384912959381
Vectorizer.Count,False,6,8,1310,0.9258542875564152
Vectorizer.Count,False,6,8,1410,0.9268858800773694
Vectorizer.Count,False,6,8,1510,0.9258542875564152
Vectorizer.Count,False,6,9,10,0.7081882656350742
Vectorizer.Count,False,6,9,110,0.9030303030303031
Vectorizer.Count,False,6,9,210,0.9110251450676983
Vectorizer.Count,False,6,9,310,0.9188910380399742
Vectorizer.Count,False,6,9,410,0.9205673758865248
Vectorizer.Count,False,6,9,510,0.9208252740167634
Vectorizer.Count,False,6,9,610,0.9203094777562862
Vectorizer.Count,False,6,9,710,0.9194068343004513
Vectorizer.Count,False,6,9,810,0.9206963249516441
Vectorizer.Count,False,6,9,910,0.9239200515796261
Vectorizer.Count,False,6,9,1010,0.9243068987749838
Vectorizer.Count,False,6,9,1110,0.9243068987749838
Vectorizer.Count,False,6,9,1210,0.9236621534493875
Vectorizer.Count,False,6,9,1310,0.9232753062540296
Vectorizer.Count,False,6,9,1410,0.9243068987749838
Vectorizer.Count,False,6,9,1510,0.9237911025145068
Vectorizer.Count,False,6,10,10,0.6421663442940039
Vectorizer.Count,False,6,10,110,0.8977433913604126
Vectorizer.Count,False,6,10,210,0.9061250805931657
Vectorizer.Count,False,6,10,310,0.9173436492585428
Vectorizer.Count,False,6,10,410,0.9187620889748549
Vectorizer.Count,False,6,10,510,0.9183752417794971
Vectorizer.Count,False,6,10,610,0.919277885235332
Vectorizer.Count,False,6,10,710,0.9170857511283044
Vectorizer.Count,False,6,10,810,0.9176015473887814
Vectorizer.Count,False,6,10,910,0.9219858156028369
Vectorizer.Count,False,6,10,1010,0.921598968407479
Vectorizer.Count,False,6,10,1110,0.9214700193423597
Vectorizer.Count,False,6,10,1210,0.920180528691167
Vectorizer.Count,False,6,10,1310,0.9209542230818827
Vectorizer.Count,False,6,10,1410,0.9237911025145068
Vectorizer.Count,False,6,10,1510,0.9232753062540296
Vectorizer.Count,False,7,1,10,0.9012250161186331
Vectorizer.Count,False,7,1,110,0.9195357833655706
Vectorizer.Count,False,7,1,210,0.9205673758865248
Vectorizer.Count,False,7,1,310,0.9219858156028369
Vectorizer.Count,False,7,1,410,0.921083172147002
Vectorizer.Count,False,7,1,510,0.9214700193423597
Vectorizer.Count,False,7,1,610,0.9195357833655706
Vectorizer.Count,False,7,1,710,0.9197936814958092
Vectorizer.Count,False,7,1,810,0.9206963249516441
Vectorizer.Count,False,7,1,910,0.9214700193423597
Vectorizer.Count,False,7,1,1010,0.9208252740167634
Vectorizer.Count,False,7,1,1110,0.921598968407479
Vectorizer.Count,False,7,1,1210,0.9219858156028369
Vectorizer.Count,False,7,1,1310,0.9209542230818827
Vectorizer.Count,False,7,1,1410,0.920180528691167
Vectorizer.Count,False,7,1,1510,0.9195357833655706
Vectorizer.Count,False,7,2,10,0.8923275306254029
Vectorizer.Count,False,7,2,110,0.9228884590586718
Vectorizer.Count,False,7,2,210,0.9237911025145068
Vectorizer.Count,False,7,2,310,0.92856221792392
Vectorizer.Count,False,7,2,410,0.9283043197936814
Vectorizer.Count,False,7,2,510,0.928046421663443
Vectorizer.Count,False,7,2,610,0.9272727272727272
Vectorizer.Count,False,7,2,710,0.9284332688588007
Vectorizer.Count,False,7,2,810,0.9284332688588007
Vectorizer.Count,False,7,2,910,0.9303675048355899
Vectorizer.Count,False,7,2,1010,0.9308833010960671
Vectorizer.Count,False,7,2,1110,0.9303675048355899
Vectorizer.Count,False,7,2,1210,0.9302385557704707
Vectorizer.Count,False,7,2,1310,0.9319148936170213
Vectorizer.Count,False,7,2,1410,0.9313990973565441
Vectorizer.Count,False,7,2,1510,0.9311411992263056
Vectorizer.Count,False,7,3,10,0.8764667956157318
Vectorizer.Count,False,7,3,110,0.9203094777562862
Vectorizer.Count,False,7,3,210,0.9228884590586718
Vectorizer.Count,False,7,3,310,0.9302385557704707
Vectorizer.Count,False,7,3,410,0.9297227595099935
Vectorizer.Count,False,7,3,510,0.9284332688588007
Vectorizer.Count,False,7,3,610,0.929464861379755
Vectorizer.Count,False,7,3,710,0.9293359123146357
Vectorizer.Count,False,7,3,810,0.9293359123146357
Vectorizer.Count,False,7,3,910,0.9319148936170213
Vectorizer.Count,False,7,3,1010,0.9323017408123792
Vectorizer.Count,False,7,3,1110,0.9316569954867827
Vectorizer.Count,False,7,3,1210,0.9312701482914248
Vectorizer.Count,False,7,3,1310,0.9315280464216634
Vectorizer.Count,False,7,3,1410,0.9323017408123792
Vectorizer.Count,False,7,3,1510,0.9319148936170213
Vectorizer.Count,False,7,4,10,0.8602192134107027
Vectorizer.Count,False,7,4,110,0.9159252095422308
Vectorizer.Count,False,7,4,210,0.921083172147002
Vectorizer.Count,False,7,4,310,0.9277885235332044
Vectorizer.Count,False,7,4,410,0.9279174725983237
Vectorizer.Count,False,7,4,510,0.92856221792392
Vectorizer.Count,False,7,4,610,0.928046421663443
Vectorizer.Count,False,7,4,710,0.9268858800773694
Vectorizer.Count,False,7,4,810,0.9283043197936814
Vectorizer.Count,False,7,4,910,0.9304964539007092
Vectorizer.Count,False,7,4,1010,0.9315280464216634
Vectorizer.Count,False,7,4,1110,0.9312701482914248
Vectorizer.Count,False,7,4,1210,0.9310122501611864
Vectorizer.Count,False,7,4,1310,0.9306254029658285
