Tokenizer,lowercase,N-gram,Min_df,Max_df,Accuracy
Vectorizer.Count,False,7,4,1410,0.9310122501611864
Vectorizer.Count,False,7,4,1510,0.9303675048355899
Vectorizer.Count,False,7,5,10,0.8399742101869762
Vectorizer.Count,False,7,5,110,0.913217279174726
Vectorizer.Count,False,7,5,210,0.9188910380399742
Vectorizer.Count,False,7,5,310,0.9259832366215345
Vectorizer.Count,False,7,5,410,0.9268858800773694
Vectorizer.Count,False,7,5,510,0.9274016763378465
Vectorizer.Count,False,7,5,610,0.9283043197936814
Vectorizer.Count,False,7,5,710,0.927143778207608
Vectorizer.Count,False,7,5,810,0.9284332688588007
Vectorizer.Count,False,7,5,910,0.9312701482914248
Vectorizer.Count,False,7,5,1010,0.9307543520309478
Vectorizer.Count,False,7,5,1110,0.9311411992263056
Vectorizer.Count,False,7,5,1210,0.9310122501611864
Vectorizer.Count,False,7,5,1310,0.9313990973565441
Vectorizer.Count,False,7,5,1410,0.9321727917472599
Vectorizer.Count,False,7,5,1510,0.9315280464216634
Vectorizer.Count,False,7,6,10,0.8180528691166989
Vectorizer.Count,False,7,6,110,0.9130883301096067
Vectorizer.Count,False,7,6,210,0.9187620889748549
Vectorizer.Count,False,7,6,310,0.9258542875564152
Vectorizer.Count,False,7,6,410,0.9274016763378465
Vectorizer.Count,False,7,6,510,0.9272727272727272
Vectorizer.Count,False,7,6,610,0.9268858800773694
Vectorizer.Count,False,7,6,710,0.927143778207608
Vectorizer.Count,False,7,6,810,0.9274016763378465
Vectorizer.Count,False,7,6,910,0.9292069632495165
Vectorizer.Count,False,7,6,1010,0.9288201160541586
Vectorizer.Count,False,7,6,1110,0.929464861379755
Vectorizer.Count,False,7,6,1210,0.9292069632495165
Vectorizer.Count,False,7,6,1310,0.9298517085751128
Vectorizer.Count,False,7,6,1410,0.9299806576402321
Vectorizer.Count,False,7,6,1510,0.9292069632495165
Vectorizer.Count,False,7,7,10,0.7833655705996132
Vectorizer.Count,False,7,7,110,0.9092198581560283
Vectorizer.Count,False,7,7,210,0.9154094132817537
Vectorizer.Count,False,7,7,310,0.9227595099935525
Vectorizer.Count,False,7,7,410,0.9253384912959381
Vectorizer.Count,False,7,7,510,0.9244358478401031
Vectorizer.Count,False,7,7,610,0.9235332043842682
Vectorizer.Count,False,7,7,710,0.9245647969052224
Vectorizer.Count,False,7,7,810,0.9245647969052224
Vectorizer.Count,False,7,7,910,0.928046421663443
Vectorizer.Count,False,7,7,1010,0.9279174725983237
Vectorizer.Count,False,7,7,1110,0.9275306254029658
Vectorizer.Count,False,7,7,1210,0.9274016763378465
Vectorizer.Count,False,7,7,1310,0.9274016763378465
Vectorizer.Count,False,7,7,1410,0.9275306254029658
Vectorizer.Count,False,7,7,1510,0.9267569310122502
Vectorizer.Count,False,7,8,10,0.7460992907801418
Vectorizer.Count,False,7,8,110,0.9048355899419729
Vectorizer.Count,False,7,8,210,0.9143778207607994
Vectorizer.Count,False,7,8,310,0.9208252740167634
Vectorizer.Count,False,7,8,410,0.9222437137330755
Vectorizer.Count,False,7,8,510,0.9228884590586718
Vectorizer.Count,False,7,8,610,0.9214700193423597
Vectorizer.Count,False,7,8,710,0.9212121212121213
Vectorizer.Count,False,7,8,810,0.9227595099935525
Vectorizer.Count,False,7,8,910,0.926241134751773
Vectorizer.Count,False,7,8,1010,0.9253384912959381
Vectorizer.Count,False,7,8,1110,0.9253384912959381
Vectorizer.Count,False,7,8,1210,0.9252095422308189
Vectorizer.Count,False,7,8,1310,0.9258542875564152
Vectorizer.Count,False,7,8,1410,0.9268858800773694
Vectorizer.Count,False,7,8,1510,0.9258542875564152
Vectorizer.Count,False,7,9,10,0.7080593165699549
Vectorizer.Count,False,7,9,110,0.9029013539651838
Vectorizer.Count,False,7,9,210,0.9110251450676983
Vectorizer.Count,False,7,9,310,0.9187620889748549
Vectorizer.Count,False,7,9,410,0.9204384268214055
Vectorizer.Count,False,7,9,510,0.9208252740167634
Vectorizer.Count,False,7,9,610,0.920180528691167
Vectorizer.Count,False,7,9,710,0.919277885235332
Vectorizer.Count,False,7,9,810,0.9206963249516441
Vectorizer.Count,False,7,9,910,0.9239200515796261
Vectorizer.Count,False,7,9,1010,0.9243068987749838
Vectorizer.Count,False,7,9,1110,0.9243068987749838
Vectorizer.Count,False,7,9,1210,0.9236621534493875
Vectorizer.Count,False,7,9,1310,0.9234042553191489
Vectorizer.Count,False,7,9,1410,0.9243068987749838
Vectorizer.Count,False,7,9,1510,0.9237911025145068
Vectorizer.Count,False,7,10,10,0.6421663442940039
Vectorizer.Count,False,7,10,110,0.8977433913604126
Vectorizer.Count,False,7,10,210,0.9061250805931657
Vectorizer.Count,False,7,10,310,0.9173436492585428
Vectorizer.Count,False,7,10,410,0.9187620889748549
Vectorizer.Count,False,7,10,510,0.9183752417794971
Vectorizer.Count,False,7,10,610,0.9191489361702128
Vectorizer.Count,False,7,10,710,0.9169568020631851
Vectorizer.Count,False,7,10,810,0.9176015473887814
Vectorizer.Count,False,7,10,910,0.9219858156028369
Vectorizer.Count,False,7,10,1010,0.921598968407479
Vectorizer.Count,False,7,10,1110,0.9214700193423597
Vectorizer.Count,False,7,10,1210,0.920180528691167
Vectorizer.Count,False,7,10,1310,0.9209542230818827
Vectorizer.Count,False,7,10,1410,0.9237911025145068
Vectorizer.Count,False,7,10,1510,0.9231463571889104
Vectorizer.Count,False,8,1,10,0.8970986460348163
Vectorizer.Count,False,8,1,110,0.9170857511283044
Vectorizer.Count,False,8,1,210,0.9191489361702128
Vectorizer.Count,False,8,1,310,0.9213410702772404
Vectorizer.Count,False,8,1,410,0.9194068343004513
Vectorizer.Count,False,8,1,510,0.9206963249516441
Vectorizer.Count,False,8,1,610,0.9190199871050935
Vectorizer.Count,False,8,1,710,0.9181173436492586
Vectorizer.Count,False,8,1,810,0.9191489361702128
Vectorizer.Count,False,8,1,910,0.9208252740167634
Vectorizer.Count,False,8,1,1010,0.9204384268214055
Vectorizer.Count,False,8,1,1110,0.920180528691167
Vectorizer.Count,False,8,1,1210,0.9204384268214055
Vectorizer.Count,False,8,1,1310,0.9199226305609284
Vectorizer.Count,False,8,1,1410,0.9188910380399742
Vectorizer.Count,False,8,1,1510,0.9182462927143779
Vectorizer.Count,False,8,2,10,0.8919406834300452
Vectorizer.Count,False,8,2,110,0.9230174081237911
Vectorizer.Count,False,8,2,210,0.9235332043842682
Vectorizer.Count,False,8,2,310,0.92856221792392
Vectorizer.Count,False,8,2,410,0.928046421663443
Vectorizer.Count,False,8,2,510,0.9284332688588007
Vectorizer.Count,False,8,2,610,0.927143778207608
Vectorizer.Count,False,8,2,710,0.9283043197936814
Vectorizer.Count,False,8,2,810,0.9283043197936814
Vectorizer.Count,False,8,2,910,0.9303675048355899
Vectorizer.Count,False,8,2,1010,0.9304964539007092
Vectorizer.Count,False,8,2,1110,0.9302385557704707
Vectorizer.Count,False,8,2,1210,0.9299806576402321
Vectorizer.Count,False,8,2,1310,0.9315280464216634
Vectorizer.Count,False,8,2,1410,0.9311411992263056
Vectorizer.Count,False,8,2,1510,0.9307543520309478
Vectorizer.Count,False,8,3,10,0.8764667956157318
Vectorizer.Count,False,8,3,110,0.9203094777562862
Vectorizer.Count,False,8,3,210,0.9230174081237911
Vectorizer.Count,False,8,3,310,0.9303675048355899
Vectorizer.Count,False,8,3,410,0.9298517085751128
Vectorizer.Count,False,8,3,510,0.9284332688588007
Vectorizer.Count,False,8,3,610,0.9297227595099935
Vectorizer.Count,False,8,3,710,0.929464861379755
Vectorizer.Count,False,8,3,810,0.9293359123146357
Vectorizer.Count,False,8,3,910,0.931785944551902
Vectorizer.Count,False,8,3,1010,0.9325596389426176
Vectorizer.Count,False,8,3,1110,0.9315280464216634
Vectorizer.Count,False,8,3,1210,0.9311411992263056
Vectorizer.Count,False,8,3,1310,0.9316569954867827
Vectorizer.Count,False,8,3,1410,0.9323017408123792
Vectorizer.Count,False,8,3,1510,0.931785944551902
Vectorizer.Count,False,8,4,10,0.8599613152804643
Vectorizer.Count,False,8,4,110,0.9159252095422308
Vectorizer.Count,False,8,4,210,0.921083172147002
Vectorizer.Count,False,8,4,310,0.9277885235332044
Vectorizer.Count,False,8,4,410,0.9279174725983237
Vectorizer.Count,False,8,4,510,0.92856221792392
Vectorizer.Count,False,8,4,610,0.928046421663443
Vectorizer.Count,False,8,4,710,0.9268858800773694
Vectorizer.Count,False,8,4,810,0.9281753707285623
Vectorizer.Count,False,8,4,910,0.9306254029658285
Vectorizer.Count,False,8,4,1010,0.9316569954867827
Vectorizer.Count,False,8,4,1110,0.9312701482914248
Vectorizer.Count,False,8,4,1210,0.9310122501611864
Vectorizer.Count,False,8,4,1310,0.9306254029658285
Vectorizer.Count,False,8,4,1410,0.9312701482914248
Vectorizer.Count,False,8,4,1510,0.9303675048355899
Vectorizer.Count,False,8,5,10,0.8399742101869762
Vectorizer.Count,False,8,5,110,0.913217279174726
Vectorizer.Count,False,8,5,210,0.9188910380399742
Vectorizer.Count,False,8,5,310,0.9259832366215345
Vectorizer.Count,False,8,5,410,0.9268858800773694
Vectorizer.Count,False,8,5,510,0.9274016763378465
Vectorizer.Count,False,8,5,610,0.9283043197936814
Vectorizer.Count,False,8,5,710,0.927143778207608
Vectorizer.Count,False,8,5,810,0.9284332688588007
Vectorizer.Count,False,8,5,910,0.9312701482914248
Vectorizer.Count,False,8,5,1010,0.9307543520309478
Vectorizer.Count,False,8,5,1110,0.9311411992263056
Vectorizer.Count,False,8,5,1210,0.9310122501611864
Vectorizer.Count,False,8,5,1310,0.9313990973565441
Vectorizer.Count,False,8,5,1410,0.9321727917472599
Vectorizer.Count,False,8,5,1510,0.9315280464216634
Vectorizer.Count,False,8,6,10,0.8180528691166989
Vectorizer.Count,False,8,6,110,0.9130883301096067
Vectorizer.Count,False,8,6,210,0.9187620889748549
Vectorizer.Count,False,8,6,310,0.9258542875564152
Vectorizer.Count,False,8,6,410,0.9274016763378465
Vectorizer.Count,False,8,6,510,0.9272727272727272
Vectorizer.Count,False,8,6,610,0.9268858800773694
Vectorizer.Count,False,8,6,710,0.9270148291424887
Vectorizer.Count,False,8,6,810,0.9275306254029658
Vectorizer.Count,False,8,6,910,0.9292069632495165
Vectorizer.Count,False,8,6,1010,0.9288201160541586
Vectorizer.Count,False,8,6,1110,0.929464861379755
Vectorizer.Count,False,8,6,1210,0.9290780141843972
Vectorizer.Count,False,8,6,1310,0.9298517085751128
Vectorizer.Count,False,8,6,1410,0.9299806576402321
Vectorizer.Count,False,8,6,1510,0.9292069632495165
Vectorizer.Count,False,8,7,10,0.7832366215344939
Vectorizer.Count,False,8,7,110,0.9092198581560283
Vectorizer.Count,False,8,7,210,0.9154094132817537
Vectorizer.Count,False,8,7,310,0.9227595099935525
Vectorizer.Count,False,8,7,410,0.9253384912959381
Vectorizer.Count,False,8,7,510,0.9244358478401031
Vectorizer.Count,False,8,7,610,0.9234042553191489
Vectorizer.Count,False,8,7,710,0.9245647969052224
Vectorizer.Count,False,8,7,810,0.9245647969052224
Vectorizer.Count,False,8,7,910,0.928046421663443
Vectorizer.Count,False,8,7,1010,0.928046421663443
Vectorizer.Count,False,8,7,1110,0.9275306254029658
Vectorizer.Count,False,8,7,1210,0.9274016763378465
Vectorizer.Count,False,8,7,1310,0.9274016763378465
Vectorizer.Count,False,8,7,1410,0.9275306254029658
Vectorizer.Count,False,8,7,1510,0.9267569310122502
Vectorizer.Count,False,8,8,10,0.7462282398452611
Vectorizer.Count,False,8,8,110,0.9048355899419729
Vectorizer.Count,False,8,8,210,0.9145067698259187
Vectorizer.Count,False,8,8,310,0.9208252740167634
Vectorizer.Count,False,8,8,410,0.9221147646679562
Vectorizer.Count,False,8,8,510,0.9230174081237911
Vectorizer.Count,False,8,8,610,0.9214700193423597
Vectorizer.Count,False,8,8,710,0.9212121212121213
Vectorizer.Count,False,8,8,810,0.9227595099935525
Vectorizer.Count,False,8,8,910,0.926241134751773
Vectorizer.Count,False,8,8,1010,0.9252095422308189
Vectorizer.Count,False,8,8,1110,0.9253384912959381
Vectorizer.Count,False,8,8,1210,0.9252095422308189
Vectorizer.Count,False,8,8,1310,0.9258542875564152
Vectorizer.Count,False,8,8,1410,0.9267569310122502
Vectorizer.Count,False,8,8,1510,0.9258542875564152
Vectorizer.Count,False,8,9,10,0.7078014184397163
Vectorizer.Count,False,8,9,110,0.9030303030303031
Vectorizer.Count,False,8,9,210,0.910896196002579
Vectorizer.Count,False,8,9,310,0.9187620889748549
Vectorizer.Count,False,8,9,410,0.9204384268214055
Vectorizer.Count,False,8,9,510,0.9208252740167634
Vectorizer.Count,False,8,9,610,0.9203094777562862
Vectorizer.Count,False,8,9,710,0.919277885235332
Vectorizer.Count,False,8,9,810,0.9206963249516441
Vectorizer.Count,False,8,9,910,0.9239200515796261
Vectorizer.Count,False,8,9,1010,0.9243068987749838
Vectorizer.Count,False,8,9,1110,0.9243068987749838
Vectorizer.Count,False,8,9,1210,0.9236621534493875
Vectorizer.Count,False,8,9,1310,0.9232753062540296
Vectorizer.Count,False,8,9,1410,0.9243068987749838
Vectorizer.Count,False,8,9,1510,0.9237911025145068
Vectorizer.Count,False,8,10,10,0.6422952933591232
Vectorizer.Count,False,8,10,110,0.8976144422952934
Vectorizer.Count,False,8,10,210,0.9061250805931657
Vectorizer.Count,False,8,10,310,0.9172147001934235
Vectorizer.Count,False,8,10,410,0.9187620889748549
Vectorizer.Count,False,8,10,510,0.9183752417794971
Vectorizer.Count,False,8,10,610,0.9191489361702128
Vectorizer.Count,False,8,10,710,0.9169568020631851
Vectorizer.Count,False,8,10,810,0.9176015473887814
Vectorizer.Count,False,8,10,910,0.9219858156028369
Vectorizer.Count,False,8,10,1010,0.9217279174725983
Vectorizer.Count,False,8,10,1110,0.9214700193423597
Vectorizer.Count,False,8,10,1210,0.920180528691167
Vectorizer.Count,False,8,10,1310,0.9209542230818827
Vectorizer.Count,False,8,10,1410,0.9237911025145068
Vectorizer.Count,False,8,10,1510,0.9231463571889104
Vectorizer.Count,False,9,1,10,0.891424887169568
Vectorizer.Count,False,9,1,110,0.9165699548678272
Vectorizer.Count,False,9,1,210,0.91785944551902
Vectorizer.Count,False,9,1,310,0.9195357833655706
Vectorizer.Count,False,9,1,410,0.9187620889748549
Vectorizer.Count,False,9,1,510,0.9188910380399742
Vectorizer.Count,False,9,1,610,0.9187620889748549
Vectorizer.Count,False,9,1,710,0.9172147001934235
Vectorizer.Count,False,9,1,810,0.9183752417794971
Vectorizer.Count,False,9,1,910,0.9196647324306899
Vectorizer.Count,False,9,1,1010,0.9197936814958092
Vectorizer.Count,False,9,1,1110,0.9188910380399742
Vectorizer.Count,False,9,1,1210,0.9195357833655706
Vectorizer.Count,False,9,1,1310,0.9182462927143779
Vectorizer.Count,False,9,1,1410,0.91785944551902
Vectorizer.Count,False,9,1,1510,0.9169568020631851
Vectorizer.Count,False,9,2,10,0.8916827852998066
Vectorizer.Count,False,9,2,110,0.9228884590586718
Vectorizer.Count,False,9,2,210,0.9231463571889104
Vectorizer.Count,False,9,2,310,0.92856221792392
Vectorizer.Count,False,9,2,410,0.9279174725983237
Vectorizer.Count,False,9,2,510,0.92856221792392
Vectorizer.Count,False,9,2,610,0.927143778207608
Vectorizer.Count,False,9,2,710,0.9284332688588007
Vectorizer.Count,False,9,2,810,0.9281753707285623
Vectorizer.Count,False,9,2,910,0.9299806576402321
Vectorizer.Count,False,9,2,1010,0.9307543520309478
Vectorizer.Count,False,9,2,1110,0.9302385557704707
Vectorizer.Count,False,9,2,1210,0.9303675048355899
Vectorizer.Count,False,9,2,1310,0.9315280464216634
Vectorizer.Count,False,9,2,1410,0.9312701482914248
Vectorizer.Count,False,9,2,1510,0.9307543520309478
Vectorizer.Count,False,9,3,10,0.8764667956157318
Vectorizer.Count,False,9,3,110,0.9204384268214055
Vectorizer.Count,False,9,3,210,0.9228884590586718
Vectorizer.Count,False,9,3,310,0.9303675048355899
Vectorizer.Count,False,9,3,410,0.9298517085751128
Vectorizer.Count,False,9,3,510,0.9283043197936814
Vectorizer.Count,False,9,3,610,0.9297227595099935
Vectorizer.Count,False,9,3,710,0.9295938104448743
Vectorizer.Count,False,9,3,810,0.9293359123146357
Vectorizer.Count,False,9,3,910,0.9316569954867827
Vectorizer.Count,False,9,3,1010,0.9323017408123792
Vectorizer.Count,False,9,3,1110,0.9315280464216634
Vectorizer.Count,False,9,3,1210,0.9311411992263056
Vectorizer.Count,False,9,3,1310,0.931785944551902
Vectorizer.Count,False,9,3,1410,0.9323017408123792
Vectorizer.Count,False,9,3,1510,0.931785944551902
Vectorizer.Count,False,9,4,10,0.8599613152804643
Vectorizer.Count,False,9,4,110,0.9159252095422308
Vectorizer.Count,False,9,4,210,0.921083172147002
Vectorizer.Count,False,9,4,310,0.9277885235332044
Vectorizer.Count,False,9,4,410,0.9279174725983237
Vectorizer.Count,False,9,4,510,0.92856221792392
Vectorizer.Count,False,9,4,610,0.928046421663443
Vectorizer.Count,False,9,4,710,0.9268858800773694
Vectorizer.Count,False,9,4,810,0.9281753707285623
Vectorizer.Count,False,9,4,910,0.9306254029658285
Vectorizer.Count,False,9,4,1010,0.9315280464216634
Vectorizer.Count,False,9,4,1110,0.9313990973565441
Vectorizer.Count,False,9,4,1210,0.9310122501611864
Vectorizer.Count,False,9,4,1310,0.9306254029658285
Vectorizer.Count,False,9,4,1410,0.9312701482914248
Vectorizer.Count,False,9,4,1510,0.9303675048355899
Vectorizer.Count,False,9,5,10,0.8399742101869762
Vectorizer.Count,False,9,5,110,0.913217279174726
Vectorizer.Count,False,9,5,210,0.9188910380399742
Vectorizer.Count,False,9,5,310,0.9259832366215345
Vectorizer.Count,False,9,5,410,0.9268858800773694
Vectorizer.Count,False,9,5,510,0.9274016763378465
Vectorizer.Count,False,9,5,610,0.9283043197936814
Vectorizer.Count,False,9,5,710,0.927143778207608
Vectorizer.Count,False,9,5,810,0.9284332688588007
Vectorizer.Count,False,9,5,910,0.9312701482914248
Vectorizer.Count,False,9,5,1010,0.9307543520309478
Vectorizer.Count,False,9,5,1110,0.9311411992263056
Vectorizer.Count,False,9,5,1210,0.9310122501611864
Vectorizer.Count,False,9,5,1310,0.9313990973565441
Vectorizer.Count,False,9,5,1410,0.9321727917472599
Vectorizer.Count,False,9,5,1510,0.9315280464216634
Vectorizer.Count,False,9,6,10,0.8180528691166989
Vectorizer.Count,False,9,6,110,0.9130883301096067
Vectorizer.Count,False,9,6,210,0.9187620889748549
Vectorizer.Count,False,9,6,310,0.9258542875564152
Vectorizer.Count,False,9,6,410,0.9274016763378465
Vectorizer.Count,False,9,6,510,0.9272727272727272
Vectorizer.Count,False,9,6,610,0.9268858800773694
Vectorizer.Count,False,9,6,710,0.9270148291424887
Vectorizer.Count,False,9,6,810,0.9275306254029658
Vectorizer.Count,False,9,6,910,0.9292069632495165
Vectorizer.Count,False,9,6,1010,0.9288201160541586
Vectorizer.Count,False,9,6,1110,0.929464861379755
Vectorizer.Count,False,9,6,1210,0.9290780141843972
Vectorizer.Count,False,9,6,1310,0.9299806576402321
Vectorizer.Count,False,9,6,1410,0.9299806576402321
Vectorizer.Count,False,9,6,1510,0.9292069632495165
Vectorizer.Count,False,9,7,10,0.7832366215344939
Vectorizer.Count,False,9,7,110,0.9092198581560283
Vectorizer.Count,False,9,7,210,0.9154094132817537
Vectorizer.Count,False,9,7,310,0.9227595099935525
Vectorizer.Count,False,9,7,410,0.9253384912959381
Vectorizer.Count,False,9,7,510,0.9244358478401031
Vectorizer.Count,False,9,7,610,0.9232753062540296
Vectorizer.Count,False,9,7,710,0.9245647969052224
Vectorizer.Count,False,9,7,810,0.9245647969052224
Vectorizer.Count,False,9,7,910,0.928046421663443
Vectorizer.Count,False,9,7,1010,0.928046421663443
Vectorizer.Count,False,9,7,1110,0.9275306254029658
Vectorizer.Count,False,9,7,1210,0.9275306254029658
Vectorizer.Count,False,9,7,1310,0.9274016763378465
Vectorizer.Count,False,9,7,1410,0.9275306254029658
Vectorizer.Count,False,9,7,1510,0.9267569310122502
Vectorizer.Count,False,9,8,10,0.7463571889103804
Vectorizer.Count,False,9,8,110,0.9048355899419729
Vectorizer.Count,False,9,8,210,0.9145067698259187
Vectorizer.Count,False,9,8,310,0.9208252740167634
Vectorizer.Count,False,9,8,410,0.9221147646679562
Vectorizer.Count,False,9,8,510,0.9228884590586718
Vectorizer.Count,False,9,8,610,0.9214700193423597
Vectorizer.Count,False,9,8,710,0.9212121212121213
Vectorizer.Count,False,9,8,810,0.9227595099935525
Vectorizer.Count,False,9,8,910,0.926241134751773
Vectorizer.Count,False,9,8,1010,0.9252095422308189
Vectorizer.Count,False,9,8,1110,0.9253384912959381
Vectorizer.Count,False,9,8,1210,0.9252095422308189
Vectorizer.Count,False,9,8,1310,0.9258542875564152
Vectorizer.Count,False,9,8,1410,0.9267569310122502
Vectorizer.Count,False,9,8,1510,0.9258542875564152
Vectorizer.Count,False,9,9,10,0.7079303675048356
Vectorizer.Count,False,9,9,110,0.9031592520954224
Vectorizer.Count,False,9,9,210,0.910896196002579
Vectorizer.Count,False,9,9,310,0.9186331399097356
Vectorizer.Count,False,9,9,410,0.9203094777562862
Vectorizer.Count,False,9,9,510,0.9206963249516441
Vectorizer.Count,False,9,9,610,0.9203094777562862
Vectorizer.Count,False,9,9,710,0.919277885235332
Vectorizer.Count,False,9,9,810,0.9206963249516441
Vectorizer.Count,False,9,9,910,0.9239200515796261
Vectorizer.Count,False,9,9,1010,0.9243068987749838
Vectorizer.Count,False,9,9,1110,0.9243068987749838
Vectorizer.Count,False,9,9,1210,0.9236621534493875
Vectorizer.Count,False,9,9,1310,0.9232753062540296
Vectorizer.Count,False,9,9,1410,0.9244358478401031
Vectorizer.Count,False,9,9,1510,0.9237911025145068
Vectorizer.Count,False,9,10,10,0.6424242424242425
Vectorizer.Count,False,9,10,110,0.8976144422952934
Vectorizer.Count,False,9,10,210,0.9061250805931657
Vectorizer.Count,False,9,10,310,0.9172147001934235
Vectorizer.Count,False,9,10,410,0.9187620889748549
Vectorizer.Count,False,9,10,510,0.9183752417794971
Vectorizer.Count,False,9,10,610,0.9191489361702128
Vectorizer.Count,False,9,10,710,0.9169568020631851
Vectorizer.Count,False,9,10,810,0.9176015473887814
Vectorizer.Count,False,9,10,910,0.9219858156028369
Vectorizer.Count,False,9,10,1010,0.9217279174725983
Vectorizer.Count,False,9,10,1110,0.9214700193423597
Vectorizer.Count,False,9,10,1210,0.920180528691167
Vectorizer.Count,False,9,10,1310,0.9209542230818827
Vectorizer.Count,False,9,10,1410,0.9237911025145068
Vectorizer.Count,False,9,10,1510,0.9231463571889104
Vectorizer.TfIdf,False,1,1,10,0.7726627981947131
Vectorizer.TfIdf,False,1,1,110,0.8845905867182463
Vectorizer.TfIdf,False,1,1,210,0.8985170857511283
Vectorizer.TfIdf,False,1,1,310,0.9117988394584139
Vectorizer.TfIdf,False,1,1,410,0.9150225660863959
Vectorizer.TfIdf,False,1,1,510,0.9148936170212766
Vectorizer.TfIdf,False,1,1,610,0.9137330754352031
Vectorizer.TfIdf,False,1,1,710,0.9129593810444874
Vectorizer.TfIdf,False,1,1,810,0.9106382978723404
Vectorizer.TfIdf,False,1,1,910,0.9120567375886525
Vectorizer.TfIdf,False,1,1,1010,0.9117988394584139
Vectorizer.TfIdf,False,1,1,1110,0.9121856866537718
Vectorizer.TfIdf,False,1,1,1210,0.9114119922630561
Vectorizer.TfIdf,False,1,1,1310,0.9120567375886525
Vectorizer.TfIdf,False,1,1,1410,0.9139909735654417
Vectorizer.TfIdf,False,1,1,1510,0.9136041263700838
Vectorizer.TfIdf,False,1,2,10,0.75177304964539
Vectorizer.TfIdf,False,1,2,110,0.8809800128949065
Vectorizer.TfIdf,False,1,2,210,0.8974854932301741
Vectorizer.TfIdf,False,1,2,310,0.9103803997421018
Vectorizer.TfIdf,False,1,2,410,0.914635718891038
Vectorizer.TfIdf,False,1,2,510,0.9136041263700838
Vectorizer.TfIdf,False,1,2,610,0.9137330754352031
Vectorizer.TfIdf,False,1,2,710,0.9128304319793682
Vectorizer.TfIdf,False,1,2,810,0.9107672469374597
Vectorizer.TfIdf,False,1,2,910,0.9127014829142489
Vectorizer.TfIdf,False,1,2,1010,0.9114119922630561
Vectorizer.TfIdf,False,1,2,1110,0.9129593810444874
Vectorizer.TfIdf,False,1,2,1210,0.9125725338491296
Vectorizer.TfIdf,False,1,2,1310,0.9120567375886525
Vectorizer.TfIdf,False,1,2,1410,0.914119922630561
Vectorizer.TfIdf,False,1,2,1510,0.9147646679561573
Vectorizer.TfIdf,False,1,3,10,0.7334622823984526
Vectorizer.TfIdf,False,1,3,110,0.8795615731785944
Vectorizer.TfIdf,False,1,3,210,0.8961960025789814
Vectorizer.TfIdf,False,1,3,310,0.9088330109606705
Vectorizer.TfIdf,False,1,3,410,0.9120567375886525
Vectorizer.TfIdf,False,1,3,510,0.9116698903932946
Vectorizer.TfIdf,False,1,3,610,0.9124435847840103
Vectorizer.TfIdf,False,1,3,710,0.9119277885235332
Vectorizer.TfIdf,False,1,3,810,0.9107672469374597
Vectorizer.TfIdf,False,1,3,910,0.9121856866537718
Vectorizer.TfIdf,False,1,3,1010,0.9114119922630561
Vectorizer.TfIdf,False,1,3,1110,0.9121856866537718
Vectorizer.TfIdf,False,1,3,1210,0.912314635718891
Vectorizer.TfIdf,False,1,3,1310,0.9127014829142489
Vectorizer.TfIdf,False,1,3,1410,0.9136041263700838
Vectorizer.TfIdf,False,1,3,1510,0.9134751773049645
Vectorizer.TfIdf,False,1,4,10,0.7102514506769826
Vectorizer.TfIdf,False,1,4,110,0.876079948420374
Vectorizer.TfIdf,False,1,4,210,0.8928433268858801
Vectorizer.TfIdf,False,1,4,310,0.9063829787234042
Vectorizer.TfIdf,False,1,4,410,0.9103803997421018
Vectorizer.TfIdf,False,1,4,510,0.9101225016118634
Vectorizer.TfIdf,False,1,4,610,0.9107672469374597
Vectorizer.TfIdf,False,1,4,710,0.910896196002579
Vectorizer.TfIdf,False,1,4,810,0.9093488072211476
Vectorizer.TfIdf,False,1,4,910,0.9127014829142489
Vectorizer.TfIdf,False,1,4,1010,0.9117988394584139
Vectorizer.TfIdf,False,1,4,1110,0.912314635718891
Vectorizer.TfIdf,False,1,4,1210,0.9121856866537718
Vectorizer.TfIdf,False,1,4,1310,0.9115409413281754
Vectorizer.TfIdf,False,1,4,1410,0.9120567375886525
Vectorizer.TfIdf,False,1,4,1510,0.913217279174726
Vectorizer.TfIdf,False,1,5,10,0.6884590586718247
Vectorizer.TfIdf,False,1,5,110,0.8733720180528691
Vectorizer.TfIdf,False,1,5,210,0.8891038039974211
Vectorizer.TfIdf,False,1,5,310,0.9047066408768536
Vectorizer.TfIdf,False,1,5,410,0.9081882656350742
Vectorizer.TfIdf,False,1,5,510,0.908575112830432
Vectorizer.TfIdf,False,1,5,610,0.9089619600257898
Vectorizer.TfIdf,False,1,5,710,0.9083172147001934
Vectorizer.TfIdf,False,1,5,810,0.9078014184397163
Vectorizer.TfIdf,False,1,5,910,0.910896196002579
Vectorizer.TfIdf,False,1,5,1010,0.9105093488072211
Vectorizer.TfIdf,False,1,5,1110,0.9119277885235332
Vectorizer.TfIdf,False,1,5,1210,0.9110251450676983
Vectorizer.TfIdf,False,1,5,1310,0.9101225016118634
Vectorizer.TfIdf,False,1,5,1410,0.9111540941328176
Vectorizer.TfIdf,False,1,5,1510,0.9117988394584139
Vectorizer.TfIdf,False,1,6,10,0.6599613152804642
Vectorizer.TfIdf,False,1,6,110,0.869116698903933
Vectorizer.TfIdf,False,1,6,210,0.8888459058671825
Vectorizer.TfIdf,False,1,6,310,0.9040618955512573
Vectorizer.TfIdf,False,1,6,410,0.9066408768536428
